"Export for HP:0012823"
"Gene","Associated diseases"
"CHRNA1 (1134)","MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE (OMIM:253290), MYASTHENIC SYNDROME, CONGENITAL, SLOW-CH... (OMIM:601462), MYASTHENIC SYNDROME, CONGENITAL, 1B, FAS... (OMIM:608930)"
"PGK1 (5230)","PHOSPHOGLYCERATE KINASE 1 DEFICIENCY (OMIM:300653)"
"TUBB2A (7280)","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER ... (OMIM:615763)"
"CHRNA4 (1137)","EPILEPSY, NOCTURNAL FRONTAL LOBE, TYPE 1 (OMIM:600513)"
"ALX4 (60529)","PARIETAL FORAMINA 2 (OMIM:609597), FRONTONASAL DYSPLASIA 2 (OMIM:613451), Potocki-Shaffer syndrome (ORPHA:52022), Isolated scaphocephaly (ORPHA:35093), Frontonasal dysplasia with alopecia and ... (ORPHA:228390)"
"CHRNA7 (1139)","15q13.3 microdeletion syndrome (ORPHA:199318), CHROMOSOME 15q13.3 MICRODELETION SYNDROM... (OMIM:612001)"
"TUBG1 (7283)","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER ... (OMIM:615412)"
"TUFM (7284)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:610678)"
"CHRNB1 (1140)","MYASTHENIC SYNDROME, CONGENITAL, 2C, ASS... (OMIM:616314), MYASTHENIC SYNDROME, CONGENITAL, 2A, SLO... (OMIM:616313)"
"NLRC4 (58484)","Familial cold urticaria (ORPHA:47045), FAMILIAL COLD AUTOINFLAMMATORY SYNDROME ... (OMIM:616115), AUTOINFLAMMATION WITH INFANTILE ENTEROCO... (OMIM:616050), CINCA syndrome (ORPHA:1451)"
"CHRND (1144)","MYASTHENIC SYNDROME, CONGENITAL, 3B, FAS... (OMIM:616322), MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE (OMIM:253290), MYASTHENIC SYNDROME, CONGENITAL, 3A, SLO... (OMIM:616321), MYASTHENIC SYNDROME, CONGENITAL, 3C, ASS... (OMIM:616323)"
"HNRNPU (3192)","1q44 microdeletion syndrome (ORPHA:238769), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617391)"
"CHRNE (1145)","MYASTHENIC SYNDROME, CONGENITAL, 4A, SLO... (OMIM:605809), MYASTHENIC SYNDROME, CONGENITAL, 4B, FAS... (OMIM:616324), MYASTHENIC SYNDROME, CONGENITAL, 4C, ASS... (OMIM:608931)"
"TWIST1 (7291)","Isolated plagiocephaly (ORPHA:35098), Isolated brachycephaly (ORPHA:35099), Saethre-Chotzen syndrome (ORPHA:794), ROBINOW-SORAUF SYNDROME (OMIM:180750), SAETHRE-CHOTZEN SYNDROME (OMIM:101400), CRANIOSYNOSTOSIS 1 (OMIM:123100), Isolated scaphocephaly (ORPHA:35093)"
"ABCB4 (5244)","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAH... (OMIM:602347), CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY ... (OMIM:614972), GALLBLADDER DISEASE 1 (OMIM:600803)"
"TNFRSF4 (7293)","IMMUNODEFICIENCY 16 (OMIM:615593)"
"SNAP29 (9342)","CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYO... (OMIM:609528), CEDNIK syndrome (ORPHA:66631)"
"TYR (7299)","ALBINISM, OCULOCUTANEOUS, TYPE IB (OMIM:606952), ALBINISM, OCULAR, WITH SENSORINEURAL DEA... (OMIM:103470), ALBINISM, OCULOCUTANEOUS, TYPE IA (OMIM:203100), Oculocutaneous albinism type 1A (ORPHA:79431), Oculocutaneous albinism type 1B (ORPHA:79434)"
"PHEX (5251)","HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMIN... (OMIM:307800), X-linked hypophosphatemia (ORPHA:89936)"
"SLC2A10 (81031)","Arterial tortuosity syndrome (ORPHA:3342), ARTERIAL TORTUOSITY SYNDROME (OMIM:208050)"
"HPCA (3208)","DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE (OMIM:224500)"
"ERCC8 (1161)","COCKAYNE SYNDROME A (OMIM:216400), UV-SENSITIVE SYNDROME 2 (OMIM:614621)"
"CRELD1 (78987)","ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTI... (OMIM:606217)"
"HEPACAM (220296)","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:613926), MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:604004), MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:613925)"
"HOXB1 (3211)","FACIAL PARESIS, HEREDITARY CONGENITAL, 3 (OMIM:614744)"
"PHKG2 (5261)","GLYCOGEN STORAGE DISEASE IXC (OMIM:613027)"
"AP1S1 (1174)","MENTAL RETARDATION, ENTEROPATHY, DEAFNES... (OMIM:609313), MEDNIK syndrome (ORPHA:171851)"
"CLCN1 (1180)","Thomsen and Becker disease (ORPHA:614), MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE (OMIM:255700), MYOTONIA CONGENITA, AUTOSOMAL DOMINANT (OMIM:160800)"
"PIGA (5277)","West syndrome (ORPHA:3451), PAROXYSMAL NOCTURNAL HEMOGLOBINURIA (OMIM:300818), Paroxysmal nocturnal hemoglobinuria (ORPHA:447), MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-... (OMIM:300868)"
"CLCN5 (1184)","DENT DISEASE 1 (OMIM:300009), PROTEINURIA, LOW MOLECULAR WEIGHT, WITH ... (OMIM:308990), NEPHROLITHIASIS, X-LINKED RECESSIVE, WIT... (OMIM:310468), HYPOPHOSPHATEMIC RICKETS, X-LINKED RECES... (OMIM:300554)"
"CLCN7 (1186)","Autosomal recessive malignant osteopetro... (ORPHA:667), OSTEOPETROSIS, AUTOSOMAL DOMINANT 2 (OMIM:166600), OSTEOPETROSIS, AUTOSOMAL RECESSIVE 4 (OMIM:611490), Albers-Schönberg osteopetrosis (ORPHA:53)"
"NALCN (259232)","Freeman-Sheldon syndrome (ORPHA:2053), CONGENITAL CONTRACTURES OF THE LIMBS AND... (OMIM:616266), HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR R... (OMIM:615419), Digitotalar dysmorphism (ORPHA:1146), Sheldon-Hall syndrome (ORPHA:1147)"
"CLCNKA (1187)","BARTTER SYNDROME, TYPE 4B, NEONATAL, WIT... (OMIM:613090)"
"CLCNKB (1188)","BARTTER SYNDROME, TYPE 4B, NEONATAL, WIT... (OMIM:613090), BARTTER SYNDROME, TYPE 3 (OMIM:607364)"
"GRHPR (9380)","Primary hyperoxaluria type 2 (ORPHA:93599), HYPEROXALURIA, PRIMARY, TYPE II (OMIM:260000)"
"PIK3CA (5290)","Hemihyperplasia-multiple lipomatosis syn... (ORPHA:276280), COWDEN SYNDROME 5 (OMIM:615108), BREAST CANCER (OMIM:114480), MEGALENCEPHALY-CAPILLARY MALFORMATION-PO... (OMIM:602501), COLORECTAL CANCER (OMIM:114500), Cowden syndrome (ORPHA:201), Megalencephaly-capillary malformation-po... (ORPHA:60040), GASTRIC CANCERGASTRIC CANCER, INTESTINAL... (OMIM:613659), OVARIAN CANCEROVARIAN CANCER, EPITHELIAL... (OMIM:167000), KERATOSIS, SEBORRHEIC (OMIM:182000), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980), HEPATOCELLULAR CARCINOMA (OMIM:114550), CONGENITAL LIPOMATOUS OVERGROWTH, VASCUL... (OMIM:612918), Lynch syndrome (ORPHA:144), NEVUS, KERATINOCYTIC, NONEPIDERMOLYTIC (OMIM:162900)"
"PIK3R1 (5295)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIV... (OMIM:615214), IMMUNODEFICIENCY 36 (OMIM:616005), SHORT syndrome (ORPHA:3163), SHORT SYNDROME (OMIM:269880)"
"CPT1C (126129)","SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINAN... (OMIM:616282)"
"HPGD (3248)","Pachydermoperiostosis (ORPHA:2796), HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, ... (OMIM:259100), DIGITAL CLUBBING, ISOLATED CONGENITAL (OMIM:119900), Cranio-osteoarthropathy (ORPHA:1525)"
"UCHL1 (7345)","SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSI... (OMIM:615491)"
"PI4KA (5297)","POLYMICROGYRIA, PERISYLVIAN, WITH CEREBE... (OMIM:616531)"
"PITX1 (5307)","SYNOSTOSIS, CARPAL, WITH DYSPLASTIC ELBO... (OMIM:186550), Brachydactyly-elbow wrist dysplasia synd... (ORPHA:1275), CLUBFOOT, CONGENITAL, WITH OR WITHOUT DE... (OMIM:119800)"
"SLC35A2 (7355)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:300896)"
"PITX2 (5308)","Axenfeld-Rieger syndrome (ORPHA:782), Peters anomaly (ORPHA:708), AXENFELD-RIEGER SYNDROME, TYPE 1 (OMIM:180500), IRIDOGONIODYSGENESIS, TYPE 2 (OMIM:137600), RING DERMOID OF CORNEA (OMIM:180550), PETERS ANOMALY (OMIM:604229)"
"RETREG1 (54463)","Hereditary sensory and autonomic neuropa... (ORPHA:970), NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:613115), NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:201300)"
"PKD2 (5311)","POLYCYSTIC KIDNEY DISEASE 2 (OMIM:613095)"
"PEX16 (9409)","PEROXISOME BIOGENESIS DISORDER 8B (OMIM:614877), Neonatal adrenoleukodystrophy (ORPHA:44), Zellweger syndrome (ORPHA:912), Infantile Refsum disease (ORPHA:772), PEROXISOME BIOGENESIS DISORDER 8A (ZELLW... (OMIM:614876)"
"FBXO7 (25793)","PARKINSON DISEASE 15, AUTOSOMAL RECESSIV... (OMIM:260300)"
"ASPM (259266)","MICROCEPHALY 5, PRIMARY, AUTOSOMAL RECES... (OMIM:608716), Autosomal recessive primary microcephaly (ORPHA:2512)"
"TJP2 (9414)","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAH... (OMIM:615878), HYPERCHOLANEMIA, FAMILIAL (OMIM:607748)"
"UMOD (7369)","GLOMERULOCYSTIC KIDNEY DISEASE WITH HYPE... (OMIM:609886), HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVE... (OMIM:162000), MEDULLARY CYSTIC KIDNEY DISEASE 2 (OMIM:603860)"
"CYP7B1 (9420)","Congenital bile acid synthesis defect ty... (ORPHA:79302), SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSI... (OMIM:270800), BILE ACID SYNTHESIS DEFECT, CONGENITAL, ... (OMIM:613812)"
"ATXN10 (25814)","SPINOCEREBELLAR ATAXIA 10 (OMIM:603516)"
"PLCG2 (5336)","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME ... (OMIM:614468), AUTOINFLAMMATION, ANTIBODY DEFICIENCY, A... (OMIM:614878)"
"HSD11B2 (3291)","APPARENT MINERALOCORTICOID EXCESS (OMIM:218030)"
"PLEC (5339)","Epidermolysis bullosa simplex, Ogna type (ORPHA:79401), EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL ... (OMIM:616487), EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCU... (OMIM:226670), EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLOR... (OMIM:612138), Epidermolysis bullosa simplex with muscu... (ORPHA:257), EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH ... (OMIM:226730), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q (OMIM:613723), EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE (OMIM:131950), Epidermolysis bullosa simplex with pylor... (ORPHA:158684)"
"PLG (5340)","PLASMINOGEN DEFICIENCY, TYPE ILIGNEOUS C... (OMIM:217090), Ligneous conjunctivitis (ORPHA:97231), Hypoplasminogenemia (ORPHA:722)"
"MTO1 (25821)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:614702)"
"UROS (7390)","Congenital erythropoietic porphyria (ORPHA:79277), PORPHYRIA, CONGENITAL ERYTHROPOIETIC (OMIM:263700)"
"HSD17B4 (3295)","PERRAULT SYNDROME 1 (OMIM:233400), D-BIFUNCTIONAL PROTEIN DEFICIENCY (OMIM:261515)"
"PRMT7 (54496)","SHORT STATURE, BRACHYDACTYLY, INTELLECTU... (OMIM:617157)"
"PYCR2 (29920)","Autosomal recessive primary microcephaly (ORPHA:2512), LEUKODYSTROPHY, HYPOMYELINATING, 10 (OMIM:616420)"
"MED17 (9440)","MICROCEPHALY, POSTNATAL PROGRESSIVE, WIT... (OMIM:613668)"
"DNAJB2 (3300)","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOM... (OMIM:614881), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:617017)"
"TXN2 (25828)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616811)"
"GMPPB (29925)","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:615350), Muscle-eye-brain disease (ORPHA:588), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (L... (OMIM:615352), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:615351)"
"SEC61A1 (29927)","HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVE... (OMIM:617056)"
"PLP1 (5354)","Spastic paraplegia type 2 (ORPHA:99015), SPASTIC PARAPLEGIA 2, X-LINKED (OMIM:312920), PELIZAEUS-MERZBACHER DISEASE (OMIM:312080)"
"EIF2AK3 (9451)","Wolcott-Rallison syndrome (ORPHA:1667), EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH EAR... (OMIM:226980)"
"NIPBL (25836)","CORNELIA DE LANGE SYNDROME 1 (OMIM:122470), Cornelia de Lange syndrome (ORPHA:199)"
"NAXE (128240)","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET... (OMIM:617186)"
"HSPB1 (3315)","Autosomal dominant Charcot-Marie-Tooth d... (ORPHA:99940), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:606595), NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:608634)"
"VCP (7415)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616687), Inclusion body myopathy with Paget disea... (ORPHA:52430), Autosomal dominant Charcot-Marie-Tooth d... (ORPHA:435387), Amyotrophic lateral sclerosis (ORPHA:803), Progressive non-fluent aphasia (ORPHA:100070), Spastic paraplegia-Paget disease of bone... (ORPHA:329475), INCLUSION BODY MYOPATHY WITH EARLY-ONSET... (OMIM:167320), AMYOTROPHIC LATERAL SCLEROSIS 14, WITH O... (OMIM:613954), Behavioral variant of frontotemporal dem... (ORPHA:275864)"
"VDR (7421)","VITAMIN D-DEPENDENT RICKETS, TYPE 2A (OMIM:277440), Hypocalcemic vitamin D-resistant rickets (ORPHA:93160), OSTEOPOROSIS (OMIM:166710)"
"PMP22 (5376)","GUILLAIN-BARRE SYNDROME, FAMILIAL (OMIM:139393), ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASI... (OMIM:180800), Roussy-Lévy syndrome (ORPHA:3115), HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTT... (OMIM:145900), Hereditary neuropathy with liability to ... (ORPHA:640), NEUROPATHY, HEREDITARY, WITH LIABILITY T... (OMIM:162500), CHARCOT-MARIE-TOOTH DISEASE AND DEAFNESS (OMIM:118300), CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:118220)"
"VEGFC (7424)","LYMPHEDEMA, HEREDITARY, ID (OMIM:615907)"
"HFE2 (148738)","HEMOCHROMATOSIS, TYPE 2A (OMIM:602390), Hemochromatosis type 2 (ORPHA:79230)"
"HSPD1 (3329)","SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINAN... (OMIM:605280), LEUKODYSTROPHY, HYPOMYELINATING, 4 (OMIM:612233)"
"POMT2 (29954)","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:613156), Muscle-eye-brain disease (ORPHA:588), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:613150), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (L... (OMIM:613158), Walker-Warburg syndrome (ORPHA:899), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:236670)"
"COL4A1 (1282)","SCHIZENCEPHALY (OMIM:269160), PORENCEPHALY 1 (OMIM:175780), BRAIN SMALL VESSEL DISEASE WITH OR WITHO... (OMIM:607595), Walker-Warburg syndrome (ORPHA:899), ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY... (OMIM:611773), RETINAL ARTERIES, TORTUOSITY OF (OMIM:180000), HANAC syndrome (ORPHA:73229)"
"KCTD7 (154881)","EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH... (OMIM:611726)"
"PROK2 (60675)","Kallmann syndrome (ORPHA:478), Normosmic congenital hypogonadotropic hy... (ORPHA:432), HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR ... (OMIM:610628)"
"VHL (7428)","PHEOCHROMOCYTOMA (OMIM:171300), ERYTHROCYTOSIS, FAMILIAL, 2 (OMIM:263400), Von Hippel-Lindau disease (ORPHA:892), VON HIPPEL-LINDAU SYNDROME (OMIM:193300), RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"COL4A2 (1284)","PORENCEPHALY 2 (OMIM:614483)"
"COL4A3 (1285)","ALPORT SYNDROME, AUTOSOMAL DOMINANT (OMIM:104200), ALPORT SYNDROME, AUTOSOMAL RECESSIVE (OMIM:203780), HEMATURIA, BENIGN FAMILIAL (OMIM:141200)"
"COL4A4 (1286)","ALPORT SYNDROME, AUTOSOMAL RECESSIVE (OMIM:203780)"
"COL4A5 (1287)","ALPORT SYNDROME, X-LINKED (OMIM:301050)"
"VIM (7431)","CATARACT 30, MULTIPLE TYPES (OMIM:116300)"
"COL6A1 (1291)","Bethlem myopathy (ORPHA:610), BETHLEM MYOPATHY 1 (OMIM:158810), ULLRICH CONGENITAL MUSCULAR DYSTROPHY (OMIM:254090), Congenital muscular dystrophy, Ullrich t... (ORPHA:75840)"
"TRAPPC11 (60684)","Triple A syndrome (ORPHA:869), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S (OMIM:615356)"
"VLDLR (7436)","Dysequilibrium syndrome (ORPHA:1766), CEREBELLAR ATAXIA, MENTAL RETARDATION, A... (OMIM:224050)"
"COL6A2 (1292)","Bethlem myopathy (ORPHA:610), BETHLEM MYOPATHY 1 (OMIM:158810), MYOSCLEROSIS, AUTOSOMAL RECESSIVE (OMIM:255600), ULLRICH CONGENITAL MUSCULAR DYSTROPHY (OMIM:254090), Congenital muscular dystrophy, Ullrich t... (ORPHA:75840)"
"COL6A3 (1293)","Bethlem myopathy (ORPHA:610), BETHLEM MYOPATHY 1 (OMIM:158810), DYSTONIA 27 (OMIM:616411), ULLRICH CONGENITAL MUSCULAR DYSTROPHY (OMIM:254090), Congenital muscular dystrophy, Ullrich t... (ORPHA:75840)"
"COL7A1 (1294)","EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOS... (OMIM:226600), TRANSIENT BULLOUS DERMOLYSIS OF THE NEWB... (OMIM:131705), Generalized dominant dystrophic epidermo... (ORPHA:231568), Dystrophic epidermolysis bullosa, nails ... (ORPHA:158676), NAIL DISORDER, NONSYNDROMIC CONGENITAL, ... (OMIM:607523), Pretibial dystrophic epidermolysis bullo... (ORPHA:79410), EPIDERMOLYSIS BULLOSA PRURIGINOSA (OMIM:604129), Transient bullous dermolysis of the newb... (ORPHA:79411), Epidermolysis bullosa simplex superficia... (ORPHA:89839), EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETI... (OMIM:131850), Severe generalized recessive dystrophic ... (ORPHA:79408), Centripetalis recessive dystrophic epide... (ORPHA:89841), Recessive dystrophic epidermolysis bullo... (ORPHA:79409), Dystrophic epidermolysis bullosa prurigi... (ORPHA:89843), Recessive dystrophic epidermolysis bullo... (ORPHA:89842), EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOS... (OMIM:131750), Acral dystrophic epidermolysis bullosa (ORPHA:158673), EPIDERMOLYSIS BULLOSA WITH CONGENITAL LO... (OMIM:132000)"
"PSAT1 (29968)","Neu-Laxova syndrome (ORPHA:2671), PHOSPHOSERINE AMINOTRANSFERASE DEFICIENC... (OMIM:610992), NEU-LAXOVA SYNDROME 2 (OMIM:616038)"
"COL9A1 (1297)","STICKLER SYNDROME, TYPE IV (OMIM:614134), Multiple epiphyseal dysplasia due to col... (ORPHA:166002), EPIPHYSEAL DYSPLASIA, MULTIPLE, 6 (OMIM:614135), Autosomal recessive Stickler syndrome (ORPHA:250984)"
"COL9A2 (1298)","Multiple epiphyseal dysplasia due to col... (ORPHA:166002), Autosomal recessive Stickler syndrome (ORPHA:250984), STICKLER SYNDROME, TYPE V (OMIM:614284), EPIPHYSEAL DYSPLASIA, MULTIPLE, 2 (OMIM:600204)"
"VRK1 (7443)","PONTOCEREBELLAR HYPOPLASIA, TYPE 1A (OMIM:607596)"
"PRRX1 (5396)","AGNATHIA-OTOCEPHALY COMPLEX (OMIM:202650), Agnathia-holoprosencephaly-situs inversu... (ORPHA:990)"
"MAGEL2 (54551)","PRADER-WILLI SYNDROME (OMIM:176270), PRADER-WILLI-LIKE SYNDROME (OMIM:615547)"
"COL13A1 (1305)","MYASTHENIC SYNDROME, CONGENITAL, 19 (OMIM:616720)"
"UBQLN2 (29978)","Amyotrophic lateral sclerosis (ORPHA:803), AMYOTROPHIC LATERAL SCLEROSIS 15 WITH OR... (OMIM:300857)"
"VWF (7450)","VON WILLEBRAND DISEASE, TYPE 2 (OMIM:613554), VON WILLEBRAND DISEASE, RECESSIVE FORM (OMIM:277480), VON WILLEBRAND DISEASE, TYPE 1 (OMIM:193400)"
"MYOT (9499)","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1A (OMIM:159000), MYOTILINOPATHY (OMIM:609200), MYOPATHY, SPHEROID BODY (OMIM:182920)"
"NDUFAF5 (79133)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"CCDC103 (388389)","CILIARY DYSKINESIA, PRIMARY, 17 (OMIM:614679), Primary ciliary dyskinesia (ORPHA:244)"
"ARV1 (64801)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617020)"
"MBOAT7 (79143)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:617188)"
"DIABLO (56616)","DEAFNESS, AUTOSOMAL DOMINANT 64 (OMIM:614152)"
"FKRP (79147)","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:606612), Muscle-eye-brain disease (ORPHA:588), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (L... (OMIM:607155), Walker-Warburg syndrome (ORPHA:899), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:236670), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:613153)"
"LITAF (9516)","CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:601098)"
"INPP5E (56623)","Joubert syndrome with hepatic defect (ORPHA:1454), MENTAL RETARDATION, TRUNCAL OBESITY, RET... (OMIM:610156), JOUBERT SYNDROME 1 (OMIM:213300), Joubert syndrome with ocular defect (ORPHA:220493), Joubert syndrome (ORPHA:475)"
"IARS (3376)","GROWTH RETARDATION, INTELLECTUAL DEVELOP... (OMIM:617093)"
"FA2H (79152)","SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSI... (OMIM:612319)"
"POLE (5426)","FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LI... (OMIM:615139)"
"POLG (5428)","MITOCHONDRIAL DNA DEPLETION SYNDROME 4B ... (OMIM:613662), PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:258450), MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (... (OMIM:603041), Alpers-Huttenlocher syndrome (ORPHA:726), SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, A... (OMIM:607459), PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:157640), MITOCHONDRIAL DNA DEPLETION SYNDROME 4A ... (OMIM:203700)"
"RRM2B (50484)","MITOCHONDRIAL DNA DEPLETION SYNDROME 8A ... (OMIM:612075), Kearns-Sayre syndrome (ORPHA:480), PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:613077)"
"MPDU1 (9526)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:609180), MPDU1-CDG (ORPHA:79323)"
"WNT10B (7480)","Oligodontia (ORPHA:99798), SPLIT-HAND/FOOT MALFORMATION 6 (OMIM:225300), TOOTH AGENESIS, SELECTIVE, 8 (OMIM:617073), Split hand-split foot malformation (ORPHA:2440)"
"COX6A1 (1337)","CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE I... (OMIM:616039)"
"NDUFAF3 (25915)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"BAG3 (9531)","MYOPATHY, MYOFIBRILLAR, 6 (OMIM:612954), Familial isolated dilated cardiomyopathy (ORPHA:154), CARDIOMYOPATHY, DILATED, 1HH (OMIM:613881)"
"WT1 (7490)","ANIRIDIA 1 (OMIM:106210), 46,XY partial gonadal dysgenesis (ORPHA:251510), WILMS TUMOR 1 (OMIM:194070), FRASIER SYNDROME (OMIM:136680), WAGR syndrome (ORPHA:893), Nephroblastoma (ORPHA:654), DENYS-DRASH SYNDROME (OMIM:194080), Denys-Drash syndrome (ORPHA:220), WILMS TUMOR, ANIRIDIA, GENITOURINARY ANO... (OMIM:194072), Meacham syndrome (ORPHA:3097), Frasier syndrome (ORPHA:347), MESOTHELIOMA, MALIGNANT (OMIM:156240), 46,XY complete gonadal dysgenesis (ORPHA:242), Desmoplastic small round cell tumor (ORPHA:83469), NEPHROTIC SYNDROME, TYPE 4 (OMIM:256370)"
"IRF8 (3394)","Mendelian susceptibility to mycobacteria... (ORPHA:319600), IMMUNODEFICIENCY 32A (OMIM:614893), MONOCYTE AND DENDRITIC CELL DEFICIENCY, ... (OMIM:614894)"
"KLC2 (64837)","SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND N... (OMIM:609541)"
"COX10 (1352)","MITOCHONDRIAL COMPLEX IV DEFICIENCY (OMIM:220110), LEIGH SYNDROME (OMIM:256000)"
"COX15 (1355)","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE... (OMIM:615119), LEIGH SYNDROME (OMIM:256000)"
"CP (1356)","Aceruloplasminemia (ORPHA:48818), ACERULOPLASMINEMIA (OMIM:604290)"
"TWNK (56652)","Infantile onset spinocerebellar ataxia (ORPHA:1186), SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, A... (OMIM:607459), PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WIT... (OMIM:609286), MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (... (OMIM:271245), PERRAULT SYNDROME 5 (OMIM:616138)"
"TSEN54 (283989)","PONTOCEREBELLAR HYPOPLASIA, TYPE 2A (OMIM:277470), PONTOCEREBELLAR HYPOPLASIA, TYPE 4 (OMIM:225753), PONTOCEREBELLAR HYPOPLASIA, TYPE 5 (OMIM:610204)"
