"Export for HP:0000118"
"Gene","Associated diseases"
"EDNRB (1910)","WAARDENBURG-SHAH SYNDROME (OMIM:277580), ABCD SYNDROME (OMIM:600501), Hirschsprung disease (ORPHA:388), Waardenburg-Shah syndrome (ORPHA:897), Waardenburg syndrome type 2 (ORPHA:895)"
"ATL1 (51062)","NEUROPATHY, HEREDITARY SENSORY, TYPE ID (OMIM:613708), SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT (OMIM:182600)"
"TSFM (10102)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:610505)"
"PHC1 (1911)","MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECE... (OMIM:615414), Autosomal recessive primary microcephaly (ORPHA:2512)"
"YARS2 (51067)","MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLA... (OMIM:613561), Mitochondrial myopathy and sideroblastic... (ORPHA:2598)"
"MKRN3-AS1 (10108)","PRADER-WILLI SYNDROME (OMIM:176270)"
"EEF1A2 (1917)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 3... (OMIM:616393), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616409)"
"RAD50 (10111)","NIJMEGEN BREAKAGE SYNDROME-LIKE DISORDER (OMIM:613078), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"ESCO2 (157570)","ROBERTS SYNDROME (OMIM:268300), SC PHOCOMELIA SYNDROME (OMIM:269000), Roberts syndrome (ORPHA:3103)"
"ENAM (10117)","AMELOGENESIS IMPERFECTA, TYPE IB (OMIM:104500), AMELOGENESIS IMPERFECTA, TYPE IC (OMIM:204650)"
"SLC17A5 (26503)","INFANTILE SIALIC ACID STORAGE DISEASE (OMIM:269920), SALLA DISEASE (OMIM:604369)"
"CNNM4 (26504)","JALILI SYNDROME (OMIM:217080), Jalili syndrome (ORPHA:1873)"
"POLR1D (51082)","Treacher-Collins syndrome (ORPHA:861), TREACHER COLLINS SYNDROME 2 (OMIM:613717)"
"GAL (51083)","EPILEPSY, FAMILIAL TEMPORAL LOBE, 8 (OMIM:616461)"
"MLXIPL (51085)","WILLIAMS-BEUREN SYNDROME (OMIM:194050)"
"DNAL4 (10126)","MIRROR MOVEMENTS 3 (OMIM:616059)"
"TNNI3K (51086)","CARDIAC CONDUCTION DISEASE WITH OR WITHO... (OMIM:616117)"
"SEMA3D (223117)","Hirschsprung disease (ORPHA:388)"
"LRPPRC (10128)","LEIGH SYNDROME, FRENCH CANADIAN TYPE (OMIM:220111)"
"EYS (346007)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 25 (OMIM:602772)"
"EEF2 (1938)","SPINOCEREBELLAR ATAXIA 26 (OMIM:609306)"
"SEPSECS (51091)","PONTOCEREBELLAR HYPOPLASIA, TYPE 2D (OMIM:613811)"
"RSPH3 (83861)","CILIARY DYSKINESIA, PRIMARY, 32 (OMIM:616481), Primary ciliary dyskinesia (ORPHA:244)"
"OPTN (10133)","GLAUCOMA, PRIMARY OPEN ANGLE (OMIM:137760), Amyotrophic lateral sclerosis (ORPHA:803), AMYOTROPHIC LATERAL SCLEROSIS 12 (OMIM:613435)"
"BCAP31 (10134)","DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYE... (OMIM:300475)"
"TRNT1 (51095)","RETINITIS PIGMENTOSA AND ERYTHROCYTIC MI... (OMIM:616959), SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNOD... (OMIM:616084)"
"IFT52 (51098)","SHORT-RIB THORACIC DYSPLASIA 16 WITH OR ... (OMIM:617102), Cranioectodermal dysplasia (ORPHA:1515)"
"EFNB1 (1947)","Craniofrontonasal dysplasia (ORPHA:1520), CRANIOFRONTONASAL SYNDROME (OMIM:304110)"
"ABHD5 (51099)","CHANARIN-DORFMAN SYNDROME (OMIM:275630)"
"IL36RN (26525)","PSORIASIS 14, PUSTULAR (OMIM:614204)"
"EGF (1950)","HYPOMAGNESEMIA 4, RENAL (OMIM:611718), Familial primary hypomagnesemia with nor... (ORPHA:34527)"
"AKAP9 (10142)","LONG QT SYNDROME 11 (OMIM:611820)"
"MECR (51102)","DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC AT... (OMIM:617282)"
"NDUFAF1 (51103)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"FAM13A (10144)","Idiopathic pulmonary fibrosis (ORPHA:2032)"
"MEGF8 (1954)","Carpenter syndrome (ORPHA:65759), CARPENTER SYNDROME 2 (OMIM:614976)"
"EGFR (1956)","LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980), INFLAMMATORY SKIN AND BOWEL DISEASE, NEO... (OMIM:616069)"
"RDH11 (51109)","RETINAL DYSTROPHY, JUVENILE CATARACTS, A... (OMIM:616108)"
"ADGRG2 (10149)","VAS DEFERENS, CONGENITAL BILATERAL APLAS... (OMIM:300985), Congenital bilateral absence of vas defe... (ORPHA:48)"
"CDCA7 (83879)","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY... (OMIM:616910), ICF syndrome (ORPHA:2268)"
"EGR2 (1959)","NEUROPATHY, CONGENITAL HYPOMYELINATING (OMIM:605253), HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTT... (OMIM:145900), CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:607678)"
"ZDHHC9 (51114)","X-linked intellectual disability with ma... (ORPHA:776), MENTAL RETARDATION, X-LINKED, SYNDROMIC,... (OMIM:300799)"
"EHHADH (1962)","FANCONI RENOTUBULAR SYNDROME 3 (OMIM:615605)"
"AASS (10157)","SACCHAROPINURIA (OMIM:268700), HYPERLYSINEMIA, TYPE I (OMIM:238700)"
"COQ4 (51117)","COENZYME Q10 DEFICIENCY, PRIMARY, 7 (OMIM:616276)"
"ATP6AP2 (10159)","MENTAL RETARDATION, X-LINKED, SYNDROMIC,... (OMIM:300423), PARKINSONISM WITH SPASTICITY, X-LINKED (OMIM:300911)"
"SBDS (51119)","Shwachman-Diamond syndrome (ORPHA:811), SHWACHMAN-DIAMOND SYNDROME (OMIM:260400)"
"EIF2B1 (1967)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"EIF2S3 (1968)","MEHMO syndrome (ORPHA:85282), MENTAL RETARDATION, X-LINKED, SYNDROMIC,... (OMIM:300987)"
"LPAR6 (10161)","Woolly hair (ORPHA:170), Hypotrichosis simplex (ORPHA:55654), HYPOTRICHOSIS 8 (OMIM:278150)"
"EPHA2 (1969)","CATARACT, POSTERIOR POLAR, 1 (OMIM:116600)"
"SPATA16 (83893)","SPERMATOGENIC FAILURE 6 (OMIM:102530)"
"IER3IP1 (51124)","MICROCEPHALY, EPILEPSY, AND DIABETES SYN... (OMIM:614231)"
"SLC25A13 (10165)","CITRULLINEMIA, TYPE II, ADULT-ONSET (OMIM:603471), CITRULLINEMIA, TYPE II, NEONATAL-ONSET (OMIM:605814)"
"SLC25A15 (10166)","HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCIT... (OMIM:238970)"
"SAR1B (51128)","Chylomicron retention disease (ORPHA:71), CHYLOMICRON RETENTION DISEASE (OMIM:246700)"
"SYT14 (255928)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:614229)"
"RLIM (51132)","MENTAL RETARDATION, X-LINKED 61 (OMIM:300978), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"CEP83 (51134)","NEPHRONOPHTHISIS 18 (OMIM:615862)"
"IRAK4 (51135)","Immunodeficiency due to interleukin-1 re... (ORPHA:70592), INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT... (OMIM:610799), IMMUNODEFICIENCY DUE TO INTERLEUKIN-1 RE... (OMIM:607676)"
"ELANE (1991)","Cyclic neutropenia (ORPHA:2686), CYCLIC NEUTROPENIA (OMIM:162800), NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOS... (OMIM:202700)"
"PRDM12 (59335)","NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:616488)"
"TRPV4 (59341)","SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX ... (OMIM:184095), Autosomal dominant congenital benign spi... (ORPHA:1216), SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY (OMIM:181405), METATROPIC DYSPLASIA (OMIM:156530), SPINAL MUSCULAR ATROPHY, DISTAL, CONGENI... (OMIM:600175), HEREDITARY MOTOR AND SENSORY NEUROPATHY,... (OMIM:606071), Autosomal dominant brachyolmia (ORPHA:93304), AVASCULAR NECROSIS OF FEMORAL HEAD, PRIM... (OMIM:617383), Spondylometaphyseal dysplasia, Kozlowski... (ORPHA:93314), Familial digital arthropathy-brachydacty... (ORPHA:85169), BRACHYOLMIA TYPE 3 (OMIM:113500), SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI... (OMIM:184252), Metatropic dysplasia (ORPHA:2635), DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMIL... (OMIM:606835), PARASTREMMATIC DWARFISM (OMIM:168400)"
"UBAC2 (337867)","Behçet disease (ORPHA:117)"
"SLC45A2 (51151)","ALBINISM, OCULOCUTANEOUS, TYPE IV (OMIM:606574), Oculocutaneous albinism type 4 (ORPHA:79435)"
"ALOXE3 (59344)","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:242100), Self-healing collodion baby (ORPHA:281122), Congenital non-bullous ichthyosiform ery... (ORPHA:79394), ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:606545), Lamellar ichthyosis (ORPHA:313)"
"GNB4 (59345)","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:615185)"
"TSHZ1 (10194)","AURAL ATRESIA, CONGENITAL (OMIM:607842)"
"ALG3 (10195)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:601110), ALG3-CDG (ORPHA:79321)"
"BSCL2 (26580)","LIPODYSTROPHY, CONGENITAL GENERALIZED, T... (OMIM:269700), Severe neurodegenerative syndrome with l... (ORPHA:363400), Berardinelli-Seip congenital lipodystrop... (ORPHA:528), NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:600794), ENCEPHALOPATHY, PROGRESSIVE, WITH OR WIT... (OMIM:615924), SPASTIC PARAPLEGIA 17 (OMIM:270685)"
"ELN (2006)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), Supravalvular aortic stenosis (ORPHA:3193), Autosomal dominant cutis laxa (ORPHA:90348), CUTIS LAXA, AUTOSOMAL DOMINANT 1 (OMIM:123700), Williams syndrome (ORPHA:904), WILLIAMS-BEUREN SYNDROME (OMIM:194050), SUPRAVALVULAR AORTIC STENOSIS (OMIM:185500)"
"CLDN19 (149461)","Familial primary hypomagnesemia with hyp... (ORPHA:2196), HYPOMAGNESEMIA 5, RENAL, WITH OCULAR INV... (OMIM:248190)"
"EML1 (2009)","BAND HETEROTOPIA (OMIM:600348)"
"EMD (2010)","EMERY-DREIFUSS MUSCULAR DYSTROPHY, X-LIN... (OMIM:310300)"
"C8ORF37 (157657)","CONE-ROD DYSTROPHY 16 (OMIM:614500), Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA (OMIM:268000), Bardet-Biedl syndrome (ORPHA:110), Cone rod dystrophy (ORPHA:1872)"
"DCTN4 (51164)","Cystic fibrosis (ORPHA:586)"
"EMP2 (2013)","NEPHROTIC SYNDROME, TYPE 10 (OMIM:615861)"
"SPRTN (83932)","RUIJS-AALFS SYNDROME (OMIM:616200)"
"MYO15A (51168)","DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESS... (OMIM:600316)"
"EMX2 (2018)","SCHIZENCEPHALY (OMIM:269160)"
"TOPORS (10210)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 31 (OMIM:609923)"
"LRMDA (83938)","ALBINISM, OCULOCUTANEOUS, TYPE V (OMIM:615179)"
"ENG (2022)","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, ... (OMIM:187300), Hereditary hemorrhagic telangiectasia (ORPHA:774)"
"PRG4 (10216)","CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERI... (OMIM:208250)"
"ENO3 (2027)","GLYCOGEN STORAGE DISEASE XIII (OMIM:612932)"
"TBL2 (26608)","Williams syndrome (ORPHA:904)"
"CD96 (10225)","C SYNDROME (OMIM:211750), C syndrome (ORPHA:1308)"
"EP300 (2033)","COLORECTAL CANCER (OMIM:114500), RUBINSTEIN-TAYBI SYNDROME 2 (OMIM:613684), RUBINSTEIN-TAYBI SYNDROME 1 (OMIM:180849)"
"CRBN (51185)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:607417)"
"VPS13B (157680)","Cohen syndrome (ORPHA:193), COHEN SYNDROME (OMIM:216550)"
"ELP4 (26610)","ANIRIDIA 1 (OMIM:106210), ANIRIDIA 2 (OMIM:617141)"
"EPAS1 (2034)","ERYTHROCYTOSIS, FAMILIAL, 4 (OMIM:611783)"
"EPB41 (2035)","ELLIPTOCYTOSIS 1 (OMIM:611804)"
"EPB41L1 (2036)","MENTAL RETARDATION, AUTOSOMAL DOMINANT 1... (OMIM:614257)"
"COQ7 (10229)","COENZYME Q10 DEFICIENCY, PRIMARY, 8 (OMIM:616733)"
"SLC4A11 (83959)","Corneal dystrophy-perceptive deafness sy... (ORPHA:1490), CRYOHYDROCYTOSIS (OMIM:185020), CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 4 (OMIM:613268), CORNEAL ENDOTHELIAL DYSTROPHY 2 (OMIM:217700), CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNES... (OMIM:217400)"
"EPB42 (2038)","SPHEROCYTOSIS, TYPE 5 (OMIM:612690)"
"STOM (2040)","OVERHYDRATED HEREDITARY STOMATOCYTOSIS (OMIM:185000)"
"RASGRP2 (10235)","BLEEDING DISORDER, PLATELET-TYPE, 18 (OMIM:615888)"
"EPHA4 (2043)","Amyotrophic lateral sclerosis (ORPHA:803)"
"PLCE1 (51196)","NEPHROTIC SYNDROME, TYPE 3 (OMIM:610725)"
"NIN (51199)","SECKEL SYNDROME 7 (OMIM:614851)"
"NHLRC1 (378884)","MYOCLONIC EPILEPSY OF LAFORA (OMIM:254780)"
"GPHN (10243)","Hereditary hyperekplexia (ORPHA:3197), HYPEREKPLEXIA, HEREDITARY (OMIM:149400), MOLYBDENUM COFACTOR DEFICIENCY, COMPLEME... (OMIM:615501)"
"TACO1 (51204)","MITOCHONDRIAL COMPLEX IV DEFICIENCY (OMIM:220110)"
"EPHX1 (2052)","HYPERCHOLANEMIA, FAMILIAL (OMIM:607748)"
"GP6 (51206)","BLEEDING DISORDER, PLATELET-TYPE, 11 (OMIM:614201)"
"CLN8 (2055)","CEROID LIPOFUSCINOSIS, NEURONAL, 8 (OMIM:600143), Progressive epilepsy-intellectual disabi... (ORPHA:1947), CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORT... (OMIM:610003)"
"EPOR (2057)","Primary familial polycythemia (ORPHA:90042)"
"EPS8 (2059)","DEAFNESS, AUTOSOMAL RECESSIVE 102 (OMIM:615974)"
"ERBB2 (2064)","GASTRIC CANCERGASTRIC CANCER, INTESTINAL... (OMIM:613659), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980), GLIOMA SUSCEPTIBILITY 1 (OMIM:137800)"
"ERBB3 (2065)","LETHAL CONGENITAL CONTRACTURE SYNDROME 2 (OMIM:607598)"
"CCDC8 (83987)","THREE M SYNDROME 3 (OMIM:614205), 3M syndrome (ORPHA:2616)"
"GLRX5 (51218)","ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REF... (OMIM:616860), ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REF... (OMIM:205950), SPASTICITY, CHILDHOOD-ONSET, WITH HYPERG... (OMIM:616859)"
"ERBB4 (2066)","AMYOTROPHIC LATERAL SCLEROSIS 19 (OMIM:615515), Amyotrophic lateral sclerosis (ORPHA:803)"
"ERCC1 (2067)","COFS syndrome (ORPHA:1466), CEREBROOCULOFACIOSKELETAL SYNDROME 4 (OMIM:610758)"
"ERCC2 (2068)","TRICHOTHIODYSTROPHY 1, PHOTOSENSITIVE (OMIM:601675), Xeroderma pigmentosum-Cockayne syndrome ... (ORPHA:220295), COFS syndrome (ORPHA:1466), Xeroderma pigmentosum (ORPHA:910), CEREBROOCULOFACIOSKELETAL SYNDROME 2 (OMIM:610756), XERODERMA PIGMENTOSUM, COMPLEMENTATION G... (OMIM:278730)"
"SF3B4 (10262)","Acrofacial dysostosis, Rodríguez type (ORPHA:1788), ACROFACIAL DYSOSTOSIS 1, NAGER TYPE (OMIM:154400), Nager syndrome (ORPHA:245)"
"EYA4 (2070)","Sensorineural deafness with dilated card... (ORPHA:217622), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:601316), CARDIOMYOPATHY, DILATED, 1J (OMIM:605362)"
"BRIP1 (83990)","BREAST CANCER (OMIM:114480), Fanconi anemia (ORPHA:84), FANCONI ANEMIA, COMPLEMENTATION GROUP J (OMIM:609054), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), Hereditary breast and ovarian cancer syn... (ORPHA:145)"
"ERCC3 (2071)","TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE (OMIM:616390), Xeroderma pigmentosum-Cockayne syndrome ... (ORPHA:220295), XERODERMA PIGMENTOSUM, COMPLEMENTATION G... (OMIM:610651), Xeroderma pigmentosum (ORPHA:910)"
"ERCC4 (2072)","XFE PROGEROID SYNDROME (OMIM:610965), FANCONI ANEMIA, COMPLEMENTATION GROUP Q (OMIM:615272), Xeroderma pigmentosum-Cockayne syndrome ... (ORPHA:220295), Fanconi anemia (ORPHA:84), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), Xeroderma pigmentosum (ORPHA:910), XERODERMA PIGMENTOSUM, COMPLEMENTATION G... (OMIM:278760)"
"ERCC5 (2073)","CEREBROOCULOFACIOSKELETAL SYNDROME 3 (OMIM:616570), Xeroderma pigmentosum-Cockayne syndrome ... (ORPHA:220295), COFS syndrome (ORPHA:1466), Xeroderma pigmentosum (ORPHA:910), XERODERMA PIGMENTOSUM, COMPLEMENTATION G... (OMIM:278780)"
"IRX5 (10265)","HAMAMY SYNDROME (OMIM:611174)"
"ERCC6 (2074)","COFS syndrome (ORPHA:1466), CEREBROOCULOFACIOSKELETAL SYNDROME 1 (OMIM:214150), PREMATURE OVARIAN FAILURE 11 (OMIM:616946), COCKAYNE SYNDROME, TYPE B (OMIM:133540), DE SANCTIS-CACCHIONE SYNDROME (OMIM:278800), UV-SENSITIVE SYNDROME 1 (OMIM:600630)"
"RNF168 (165918)","RIDDLE SYNDROME (OMIM:611943)"
"ERF (2077)","Crouzon disease (ORPHA:207), Familial lambdoid synostosis (ORPHA:3267), Isolated cloverleaf skull syndrome (ORPHA:2343), CHITAYAT SYNDROME (OMIM:617180), CRANIOSYNOSTOSIS 4 (OMIM:600775), Isolated scaphocephaly (ORPHA:35093)"
"ZMPSTE24 (10269)","Hutchinson-Gilford progeria syndrome (ORPHA:740), MANDIBULOACRAL DYSPLASIA WITH TYPE B LIP... (OMIM:608612), Mandibuloacral dysplasia with type B lip... (ORPHA:90154), RESTRICTIVE DERMOPATHY, LETHAL (OMIM:275210), Restrictive dermopathy (ORPHA:1662)"
"KREMEN1 (83999)","ECTODERMAL DYSPLASIA 13, HAIR/TOOTH TYPE (OMIM:617392)"
"STUB1 (10273)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:615768)"
"SIGMAR1 (10280)","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOM... (OMIM:605726), AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENI... (OMIM:614373), Juvenile amyotrophic lateral sclerosis (ORPHA:300605)"
"CWC27 (10283)","RETINITIS PIGMENTOSA WITH OR WITHOUT SKE... (OMIM:250410)"
"CCDC174 (51244)","HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR R... (OMIM:616816)"
"SPEG (10290)","MYOPATHY, CENTRONUCLEAR, 5 (OMIM:615959)"
"CDHR1 (92211)","Retinitis pigmentosa (ORPHA:791), CONE-ROD DYSTROPHY 15 (OMIM:613660), Cone rod dystrophy (ORPHA:1872)"
"ESR1 (2099)","ESTROGEN RESISTANCE (OMIM:615363), Estrogen resistance syndrome (ORPHA:785)"
"NT5C3A (51251)","URIDINE 5-PRIME MONOPHOSPHATE HYDROLASE ... (OMIM:266120)"
"TRAIP (10293)","SECKEL SYNDROME 9 (OMIM:616777), Seckel syndrome (ORPHA:808)"
"BCKDK (10295)","BRANCHED-CHAIN KETOACID DEHYDROGENASE KI... (OMIM:614923)"
"ESRRB (2103)","DEAFNESS, AUTOSOMAL RECESSIVE 35 (OMIM:608565)"
"APC2 (10297)","Sotos syndrome (ORPHA:821), SOTOS SYNDROME 3 (OMIM:617169)"
"TMEM216 (51259)","MECKEL SYNDROME, TYPE 2 (OMIM:603194), Meckel syndrome (ORPHA:564), Joubert syndrome with oculorenal defect (ORPHA:2318), JOUBERT SYNDROME 2 (OMIM:608091)"
"ETFA (2108)","MULTIPLE ACYL-COA DEHYDROGENASE DEFICIEN... (OMIM:231680)"
"KATNB1 (10300)","LISSENCEPHALY 6 WITH MICROCEPHALY (OMIM:616212)"
"ETFB (2109)","MULTIPLE ACYL-COA DEHYDROGENASE DEFICIEN... (OMIM:231680)"
"ZFP57 (346171)","Transient neonatal diabetes mellitus (ORPHA:99886), DIABETES MELLITUS, TRANSIENT NEONATAL, 1 (OMIM:601410)"
"ETFDH (2110)","MULTIPLE ACYL-COA DEHYDROGENASE DEFICIEN... (OMIM:231680)"
"WDR81 (124997)","CEREBELLAR ATAXIA, MENTAL RETARDATION, A... (OMIM:610185), Dysequilibrium syndrome (ORPHA:1766)"
"CCNO (10309)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 29 (OMIM:615872)"
"TCIRG1 (10312)","Autosomal recessive malignant osteopetro... (ORPHA:667), OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1 (OMIM:259700)"
"ETV6 (2120)","THROMBOCYTOPENIA 5 (OMIM:616216)"
"EVC (2121)","ELLIS-VAN CREVELD SYNDROME (OMIM:225500), Acrofacial dysostosis, Weyers type (ORPHA:952), WEYERS ACROFACIAL DYSOSTOSIS (OMIM:193530), Ellis Van Creveld syndrome (ORPHA:289)"
"MECOM (2122)","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYT... (OMIM:616738), Radio-ulnar synostosis-amegakaryocytic t... (ORPHA:71289)"
"LAMC3 (10319)","CORTICAL MALFORMATIONS, OCCIPITAL (OMIM:614115)"
"IKZF1 (10320)","IMMUNODEFICIENCY, COMMON VARIABLE, 13 (OMIM:616873), Stevens-Johnson syndrome (ORPHA:36426)"
"EWSR1 (2130)","Desmoplastic small round cell tumor (ORPHA:83469), EWING SARCOMA (OMIM:612219)"
"EXT1 (2131)","EXOSTOSES, MULTIPLE, TYPE I (OMIM:133700), Multiple osteochondromas (ORPHA:321), Langer-Giedion syndrome (ORPHA:502), CHONDROSARCOMA (OMIM:215300)"
"EXT2 (2132)","Multiple osteochondromas (ORPHA:321), SEIZURES, SCOLIOSIS, AND MACROCEPHALY SY... (OMIM:616682), Potocki-Shaffer syndrome (ORPHA:52022), EXOSTOSES, MULTIPLE, TYPE II (OMIM:133701)"
"KLHL41 (10324)","NEMALINE MYOPATHY 9 (OMIM:615731)"
"TMEM5 (10329)","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:615041), Walker-Warburg syndrome (ORPHA:899)"
"EXTL3 (2137)","IMMUNOSKELETAL DYSPLASIA WITH NEURODEVEL... (OMIM:617425)"
"EYA1 (2138)","BRANCHIOOTORENAL SYNDROME 1 (OMIM:113650), Otofaciocervical syndrome (ORPHA:2792), OTOFACIOCERVICAL SYNDROME (OMIM:166780), BRANCHIOOTIC SYNDROME 1 (OMIM:602588), BOR syndrome (ORPHA:107), Branchiootic syndrome (ORPHA:52429)"
"ADGRV1 (84059)","USHER SYNDROME, TYPE IIC (OMIM:605472), Usher syndrome type 2 (ORPHA:231178), FEBRILE SEIZURES, FAMILIAL, 4 (OMIM:604352)"
"MAGT1 (84061)","IMMUNODEFICIENCY, X-LINKED, WITH MAGNESI... (OMIM:300853)"
"CD320 (51293)","METHYLMALONIC ACIDURIA DUE TO TRANSCOBAL... (OMIM:613646)"
"DTNBP1 (84062)","HERMANSKY-PUDLAK SYNDROME 7 (OMIM:614076)"
"EZH2 (2146)","Weaver syndrome (ORPHA:3447), WEAVER SYNDROME (OMIM:277590)"
"F2 (2147)","THROMBOPHILIAVENOUS THROMBOEMBOLISM, INC... (OMIM:188050), PROTHROMBIN DEFICIENCY, CONGENITAL (OMIM:613679)"
"TIMMDC1 (51300)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"TFG (10342)","SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSI... (OMIM:615658), HEREDITARY MOTOR AND SENSORY NEUROPATHY,... (OMIM:604484), Autosomal recessive spastic paraplegia t... (ORPHA:431329)"
"TRDN (10345)","VENTRICULAR TACHYCARDIA, CATECHOLAMINERG... (OMIM:604772), Catecholaminergic polymorphic ventricula... (ORPHA:3286), VENTRICULAR TACHYCARDIA, CATECHOLAMINERG... (OMIM:615441)"
"F5 (2153)","Budd-Chiari syndrome (ORPHA:131), FACTOR V DEFICIENCY (OMIM:227400), THROMBOPHILIA DUE TO DEFICIENCY OF ACTIV... (OMIM:188055)"
"KCNK9 (51305)","BIRK-BAREL MENTAL RETARDATION DYSMORPHIS... (OMIM:612292)"
"F7 (2155)","Congenital factor VII deficiency (ORPHA:327), FACTOR VII DEFICIENCY (OMIM:227500)"
"REEP2 (51308)","SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSI... (OMIM:615625)"
"F8 (2157)","HEMOPHILIA A (OMIM:306700)"
"F9 (2158)","HEMOPHILIA B (OMIM:306900), THROMBOPHILIA, X-LINKED, DUE TO FACTOR I... (OMIM:300807)"
"F10 (2159)","FACTOR X DEFICIENCY (OMIM:227600)"
"F11 (2160)","FACTOR XI DEFICIENCY (OMIM:612416), Congenital factor XI deficiency (ORPHA:329)"
"F12 (2161)","FACTOR XII DEFICIENCY (OMIM:234000), ANGIOEDEMA, HEREDITARY, TYPE III (OMIM:610618)"
"NME8 (51314)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 6 (OMIM:610852)"
"F13A1 (2162)","FACTOR XIII, A SUBUNIT, DEFICIENCY OF (OMIM:613225)"
"PHF21A (51317)","Potocki-Shaffer syndrome (ORPHA:52022)"
"F13B (2165)","FACTOR XIII, B SUBUNIT, DEFICIENCY OF (OMIM:613235)"
"WAC (51322)","DESANTO-SHINAWI SYNDROME (OMIM:616708)"
"SPG21 (51324)","MAST SYNDROME (OMIM:248900)"
"FANCA (2175)","Fanconi anemia (ORPHA:84), FANCONI ANEMIA, COMPLEMENTATION GROUP A (OMIM:227650), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960)"
"MICU1 (10367)","MYOPATHY WITH EXTRAPYRAMIDAL SIGNS (OMIM:615673)"
"FANCC (2176)","Fanconi anemia (ORPHA:84), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), FANCONI ANEMIA, COMPLEMENTATION GROUP C (OMIM:227645)"
